,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_period_by_year,num_services,charge_group
56186,f,0,No,No,42.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.76,1711.92,Yes,2 - 4 year,1,Low
56187,m,0,unkown,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),31.94,223.58,Yes,0 - 1 year,2,Low
56188,m,1,No,No,46.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),36.69,1687.74,Yes,2 - 4 year,5,Low
56189,f,0,No,No,6.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,31.35,188.1,No,0 - 1 year,2,Low
56190,f,1,Yes,No,65.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,19.19,1247.35,Yes,4+ years,2,Low
56191,f,0,Yes,No,34.0,Yes,No,DSL,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,39.05,1327.7,No,2 - 4 year,4,Low
56192,m,0,No,No,49.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.12,1377.88,No,4+ years,1,Low
56193,f,1,No,No,3.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),81.03,243.09,No,0 - 1 year,2,Medium
56194,m,0,Yes,Yes,44.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.69,866.36,No,2 - 4 year,2,Low
56195,f,0,Yes,No,16.0,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),37.77,604.32,Yes,1 - 2 year,3,Low
56196,f,1,Yes,No,47.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),50.88,2391.36,No,2 - 4 year,5,Medium
56197,m,0,No,No,8.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.58,156.64,Yes,0 - 1 year,2,Low
56199,m,0,No,Yes,13.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,27.53,357.89,No,1 - 2 year,3,Low
56200,f,0,Yes,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.43,61.29,Yes,0 - 1 year,1,Low
56201,f,0,Yes,No,2.0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,100.86,201.72,Yes,0 - 1 year,3,High
56202,f,1,No,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),29.99,209.93,No,0 - 1 year,2,Low
56203,unkown,0,Yes,No,6.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.28,199.68,No,0 - 1 year,1,Low
56204,f,0,Yes,No,13.0,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Two year,No,Mailed check,99.37,1291.81,No,1 - 2 year,1,Medium
56205,m,1,Yes,No,47.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,21.71,1020.37,Yes,2 - 4 year,4,Low
56206,m,0,No,No,999.0,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),22.53,22507.47,No,4+ years,1,Low
56207,f,1,No,No,42.0,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),44.09,1851.78,Yes,2 - 4 year,3,Low
56208,f,0,No,No,12.0,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),84.67,1016.04,Yes,0 - 1 year,2,Medium
56209,m,0,Yes,No,66.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,62.62,4132.92,No,4+ years,5,Medium
56210,f,0,Yes,Yes,20.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.92,438.4,No,1 - 2 year,1,Low
56211,f,0,No,No,5.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,48.44,242.2,No,0 - 1 year,3,Low
56212,m,0,No,Yes,21.0,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,38.83,815.43,No,1 - 2 year,3,Low
56213,m,1,Yes,No,33.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),67.77,2236.41,Yes,2 - 4 year,2,Medium
56214,f,1,Yes,Yes,1.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,unkown,97.7,97.7,No,0 - 1 year,6,Medium
56215,f,1,No,No,21.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),48.61,1020.81,No,1 - 2 year,1,Low
56216,f,0,unkown,No,20.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),32.84,656.8,No,1 - 2 year,4,Low
56217,unkown,0,No,Yes,7.0,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),46.4,324.8,No,0 - 1 year,3,Low
56218,f,1,No,No,18.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,35.9,646.2,No,1 - 2 year,5,Low
56219,m,0,No,No,22.0,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,25.37,558.14,No,1 - 2 year,0,Low
56220,f,0,Yes,No,4.0,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),41.96,167.84,No,0 - 1 year,1,Low
56221,m,0,No,No,7.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.0,259.0,Yes,0 - 1 year,2,Low
56222,m,0,No,No,40.0,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,99.93,3997.2,No,2 - 4 year,3,Medium
56223,m,0,No,No,10.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),73.78,0.0,No,0 - 1 year,2,Medium
56224,m,0,No,Yes,33.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,39.48,1302.84,Yes,2 - 4 year,1,Low
56225,f,0,No,No,12.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,unkown,40.4,484.8,No,0 - 1 year,3,Low
56226,m,0,No,No,16.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.75,796.0,Yes,1 - 2 year,1,Low
56227,f,0,Yes,Yes,28.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,unkown,48.69,1363.32,No,2 - 4 year,2,Low
56228,m,0,Yes,No,40.0,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,83.5,3340.0,Yes,2 - 4 year,1,Medium
56229,m,0,No,No,18.0,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,88.87,1599.66,No,1 - 2 year,2,Medium
56230,f,0,No,Yes,39.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),36.1,1407.9,No,2 - 4 year,2,Low
56231,f,0,No,No,68.0,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,37.25,2533.0,No,4+ years,1,Low
56232,f,0,Yes,Yes,39.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,76.75,2993.25,Yes,2 - 4 year,4,Medium
56233,m,1,Yes,No,18.0,Yes,No,Fiber optic,Yes,No,No,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),74.87,1347.66,No,1 - 2 year,3,Medium
56234,m,0,No,No,14.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),57.36,803.04,No,1 - 2 year,2,Medium
56235,f,0,No,No,37.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.61,762.57,No,2 - 4 year,2,Low
56236,m,0,No,No,16.0,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No,One year,No,Mailed check,45.2,723.2,No,1 - 2 year,4,Low
56237,f,0,Yes,No,19.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),19.67,373.73,No,1 - 2 year,3,Low
56238,m,1,No,No,20.0,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,56.51,1130.2,No,1 - 2 year,1,Medium
56239,m,0,Yes,Yes,16.0,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),38.44,615.04,Yes,1 - 2 year,2,Low
56240,m,0,No,Yes,39.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),38.19,1489.41,No,2 - 4 year,3,Low
56241,f,0,No,No,22.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),38.23,841.06,No,1 - 2 year,4,Low
56242,m,0,Yes,Yes,1.0,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,93.72,93.72,No,0 - 1 year,1,Medium
56243,m,1,No,No,17.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,115.13,1957.21,Yes,1 - 2 year,2,High
56244,f,0,No,No,16.0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),39.08,625.28,No,1 - 2 year,4,Low
56245,m,1,Yes,Yes,999.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,33.4,33366.6,No,4+ years,3,Low
56246,f,0,No,No,13.0,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Two year,Yes,Electronic check,46.82,608.66,No,1 - 2 year,2,Low
56247,f,1,Yes,No,24.0,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,66.26,1590.24,No,1 - 2 year,3,Medium
56248,m,0,No,No,5.0,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,32.4,162.0,Yes,0 - 1 year,5,Low
56249,f,1,No,No,21.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,unkown,47.98,1007.58,Yes,1 - 2 year,2,Low
56250,f,0,No,Yes,19.0,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,28.95,550.05,Yes,1 - 2 year,0,Low
56251,f,0,No,No,48.0,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,41.4,1987.2,Yes,2 - 4 year,3,Low
56252,f,0,Yes,No,18.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,73.88,1329.84,Yes,1 - 2 year,1,Medium
56253,m,0,No,No,15.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,45.09,676.35,Yes,1 - 2 year,4,Low
56254,f,0,No,No,20.0,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,39.81,796.2,No,1 - 2 year,0,Low
56255,m,1,No,Yes,4.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),110.13,440.52,No,0 - 1 year,5,High
56256,m,0,Yes,Yes,3.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,29.16,87.48,Yes,0 - 1 year,2,Low
56257,f,0,No,No,32.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,97.83,3130.56,No,2 - 4 year,1,Medium
56258,m,0,No,No,9.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),95.66,860.94,Yes,0 - 1 year,3,Medium
56259,m,0,No,Yes,42.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.56,779.52,No,2 - 4 year,2,Low
56260,f,0,No,No,35.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,22.06,772.1,No,2 - 4 year,3,Low
56261,m,0,Yes,No,13.0,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,34.59,449.67,Yes,1 - 2 year,3,Low
56262,f,1,No,Yes,2.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,68.74,137.48,Yes,0 - 1 year,3,Medium
56263,m,0,unkown,No,7.0,No,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,85.04,595.28,Yes,0 - 1 year,1,Medium
56264,m,0,unkown,Yes,2.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,27.41,54.82,No,0 - 1 year,2,Low
56265,m,1,No,Yes,31.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,44.67,1384.77,No,2 - 4 year,3,Low
56266,m,1,No,Yes,33.0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),29.36,968.88,Yes,2 - 4 year,4,Low
56267,f,0,Yes,No,5.0,Yes,unkown,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.36,136.8,No,0 - 1 year,1,Low
56268,m,0,No,No,39.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),97.18,3790.02,No,2 - 4 year,2,Medium
56269,m,0,No,No,21.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,unkown,111.43,2340.03,Yes,1 - 2 year,2,High
56270,f,0,No,No,15.0,Yes,unkown,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.99,404.85,Yes,1 - 2 year,1,Low
56271,f,1,No,No,9.0,Yes,No,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),41.66,374.94,Yes,0 - 1 year,3,Low
56272,f,0,No,No,19.0,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,47.77,907.63,Yes,1 - 2 year,4,Low
56273,f,1,Yes,No,55.0,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),44.33,2438.15,No,4+ years,1,Low
56274,m,1,No,No,47.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,66.35,3118.45,Yes,2 - 4 year,0,Medium
56275,f,0,Yes,No,30.0,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.55,1216.5,Yes,2 - 4 year,1,Low
56276,f,0,No,No,28.0,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,36.3,1016.4,Yes,2 - 4 year,4,Low
56277,f,0,Yes,No,24.0,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),45.55,1093.2,No,1 - 2 year,2,Low
56278,m,1,unkown,Yes,13.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,19.2,249.6,Yes,1 - 2 year,2,Low
56279,m,1,No,No,70.0,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,88.65,6205.5,No,4+ years,1,Medium
56280,m,0,No,Yes,11.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),97.04,1067.44,Yes,0 - 1 year,0,Medium
56281,f,0,Yes,No,20.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),97.64,1952.8,No,1 - 2 year,2,Medium
56282,m,1,No,Yes,29.0,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,22.14,642.06,Yes,2 - 4 year,1,Low
56283,f,0,No,No,4.0,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,37.58,150.32,Yes,0 - 1 year,1,Low
56284,f,0,Yes,Yes,4.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,unkown,25.76,103.04,Yes,0 - 1 year,1,Low
56285,f,0,No,No,48.0,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,No,Electronic check,43.46,2086.08,Yes,2 - 4 year,3,Low
56286,f,0,No,No,18.0,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),20.02,360.36,No,1 - 2 year,2,Low
56287,m,1,unkown,No,11.0,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,112.87,1241.57,No,0 - 1 year,3,High
56288,m,0,No,No,11.0,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),29.79,327.69,Yes,0 - 1 year,2,Low
56289,f,0,Yes,Yes,24.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,66.2,1588.8,No,1 - 2 year,4,Medium
56290,m,0,Yes,No,43.0,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,48.33,2078.19,Yes,2 - 4 year,2,Low
56291,m,0,Yes,No,6.0,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,38.92,233.52,No,0 - 1 year,3,Low
56292,m,0,Yes,Yes,5.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.74,0.0,Yes,0 - 1 year,1,Low
56293,f,0,Yes,No,40.0,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.06,962.4,Yes,2 - 4 year,1,Low
56294,f,0,No,No,39.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,70.6,2753.4,No,2 - 4 year,2,Medium
56295,f,0,Yes,No,5.0,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,No,Electronic check,24.6,123.0,Yes,0 - 1 year,2,Low
56296,f,0,No,No,8.0,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,115.34,922.72,Yes,0 - 1 year,4,High
56297,m,0,No,No,38.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,35.93,1365.34,Yes,2 - 4 year,5,Low
56298,m,0,Yes,No,15.0,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),33.22,498.3,No,1 - 2 year,2,Low
56299,m,0,No,No,6.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,48.4,290.4,No,0 - 1 year,0,Low
56300,m,1,Yes,Yes,7.0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),32.57,-92.45,Yes,0 - 1 year,4,Low
56301,f,0,unkown,No,24.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,31.44,754.56,No,1 - 2 year,2,Low
56302,m,0,No,No,5.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,45.1,0.0,Yes,0 - 1 year,2,Low
56303,unkown,0,No,No,26.0,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,46.52,1209.52,No,2 - 4 year,5,Low
56304,unkown,0,No,No,46.0,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,One year,Yes,Electronic check,18.77,863.42,No,2 - 4 year,2,Low
56305,m,0,No,No,4.0,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),38.5,154.0,No,0 - 1 year,2,Low
56306,f,0,No,Yes,11.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),42.08,462.88,No,0 - 1 year,2,Low
56307,m,0,No,No,3.0,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.56,58.68,No,0 - 1 year,1,Low
56308,f,0,Yes,No,36.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,98.03,3529.08,No,2 - 4 year,2,Medium
56309,f,0,Yes,No,41.0,Yes,No,DSL,Yes,No,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),49.47,2028.27,No,2 - 4 year,3,Low
56310,f,0,Yes,No,21.0,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),18.4,386.4,No,1 - 2 year,3,Low
56311,m,0,Yes,No,25.0,Yes,Yes,DSL,No internet service,Yes,No,No,No,No,Month-to-month,No,Mailed check,48.57,1214.25,Yes,2 - 4 year,3,Low
56312,f,0,Yes,No,12.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),21.72,260.64,Yes,0 - 1 year,2,Low
56313,f,0,Yes,No,17.0,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),20.79,353.43,Yes,1 - 2 year,1,Low
56314,f,0,No,No,44.0,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,49.54,2179.76,No,2 - 4 year,4,Low
56315,m,0,Yes,Yes,16.0,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,26.53,424.48,No,1 - 2 year,5,Low
56316,f,0,No,No,2.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,47.92,95.84,Yes,0 - 1 year,2,Low
56317,m,0,Yes,No,21.0,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),62.14,1304.94,Yes,1 - 2 year,1,Medium
56318,m,0,No,No,4.0,No,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,No,Electronic check,34.59,138.36,Yes,0 - 1 year,0,Low
56319,m,0,No,Yes,22.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,47.94,1054.68,Yes,1 - 2 year,2,Low
56320,f,0,Yes,No,22.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.57,1090.54,Yes,1 - 2 year,3,Low
56321,m,0,Yes,Yes,12.0,Yes,unkown,DSL,No,No,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,18.61,223.32,Yes,0 - 1 year,2,Low
56322,m,1,Yes,Yes,39.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,34.63,1350.57,Yes,2 - 4 year,3,Low
56323,m,0,No,No,7.0,Yes,unkown,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.88,160.16,No,0 - 1 year,1,Low
56324,f,0,Yes,No,38.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.24,1491.12,No,2 - 4 year,3,Low
56325,m,1,No,No,9.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,31.19,280.71,No,0 - 1 year,1,Low
56326,f,0,No,No,42.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Mailed check,21.16,888.72,No,2 - 4 year,3,Low
56327,m,0,No,No,18.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),19.78,356.04,No,1 - 2 year,3,Low
56328,f,0,No,No,2.0,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Two year,Yes,Electronic check,72.91,145.82,No,0 - 1 year,2,Medium
56329,f,0,No,Yes,10.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,42.84,428.4,Yes,0 - 1 year,2,Low
56330,f,0,Yes,No,17.0,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),65.88,1119.96,No,1 - 2 year,4,Medium
56331,f,0,No,Yes,21.0,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Electronic check,44.83,941.43,Yes,1 - 2 year,2,Low
56332,f,0,Yes,No,30.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),102.63,3078.9,No,2 - 4 year,3,High
56333,f,0,Yes,Yes,10.0,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,19.02,190.2,No,0 - 1 year,3,Low
56334,m,0,No,Yes,21.0,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,58.47,1227.87,No,1 - 2 year,1,Medium
56335,m,0,No,No,19.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),22.78,432.82,No,1 - 2 year,3,Low
56336,f,0,No,No,23.0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.59,1646.57,Yes,1 - 2 year,5,Medium
56337,f,1,No,No,46.0,Yes,No,DSL,No,No,No,No,No,No internet service,One year,No,Credit card (automatic),46.79,2152.34,No,2 - 4 year,1,Low
56338,f,0,No,No,33.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.94,1648.02,Yes,2 - 4 year,2,Low
56339,f,1,Yes,No,6.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),23.78,142.68,No,0 - 1 year,1,Low
56340,m,0,Yes,Yes,12.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,108.86,1306.32,No,0 - 1 year,3,High
56341,f,0,No,No,23.0,Yes,No,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,115.87,2665.01,No,1 - 2 year,2,High
56342,m,0,Yes,No,30.0,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,35.89,1076.7,Yes,2 - 4 year,2,Low
56343,f,1,Yes,No,17.0,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,95.78,1628.26,No,1 - 2 year,1,Medium
56344,f,0,Yes,No,10.0,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,116.01,1160.1,Yes,0 - 1 year,1,High
56345,m,1,No,Yes,36.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),37.74,1358.64,Yes,2 - 4 year,2,Low
